marketTokenAddress,indexTokenAddress,longTokenAddress,shortTokenAddress,isSameCollaterals,isSpotOnly,name,data,isDisabled,longInterestUsd,shortInterestUsd,longInterestInTokens,shortInterestInTokens,longPoolAmount,shortPoolAmount,maxLongPoolAmountForDeposit,maxShortPoolAmountForDeposit,maxLongPoolAmount,maxShortPoolAmount,poolValueMin,poolValueMax,reserveFactorLong,reserveFactorShort,openInterestReserveFactorLong,openInterestReserveFactorShort,maxOpenInterestLong,maxOpenInterestShort,totalBorrowingFees,positionImpactPoolAmount,minPositionImpactPoolAmount,positionImpactPoolDistributionRate,swapImpactPoolAmountLong,swapImpactPoolAmountShort,borrowingFactorLong,borrowingFactorShort,borrowingExponentFactorLong,borrowingExponentFactorShort,fundingFactor,fundingExponentFactor,fundingIncreaseFactorPerSecond,fundingDecreaseFactorPerSecond,thresholdForDecreaseFunding,thresholdForStableFunding,minFundingFactorPerSecond,maxFundingFactorPerSecond,pnlLongMax,pnlLongMin,pnlShortMax,pnlShortMin,netPnlMax,netPnlMin,maxPnlFactorForTradersLong,maxPnlFactorForTradersShort,minCollateralFactor,minCollateralFactorForOpenInterestLong,minCollateralFactorForOpenInterestShort,claimableFundingAmountLong,claimableFundingAmountShort,positionFeeFactorForPositiveImpact,positionFeeFactorForNegativeImpact,positionImpactFactorPositive,positionImpactFactorNegative,maxPositionImpactFactorPositive,maxPositionImpactFactorNegative,maxPositionImpactFactorForLiquidations,positionImpactExponentFactor,swapFeeFactorForPositiveImpact,swapFeeFactorForNegativeImpact,swapImpactFactorPositive,swapImpactFactorNegative,swapImpactExponentFactor,borrowingFactorPerSecondForLongs,borrowingFactorPerSecondForShorts,fundingFactorPerSecond,longsPayShorts,virtualPoolAmountForLongToken,virtualPoolAmountForShortToken,virtualInventoryForPositions,virtualMarketId,virtualLongTokenId,virtualShortTokenId
0x1CbBa6346F110c8A5ea739ef2d1eb182990e4EB2,0xba5DdD1f9d7F570dc94a51479a000E3BCE967196,0xba5DdD1f9d7F570dc94a51479a000E3BCE967196,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,false,false,AAVE/USD [AAVE-USDC],,false,194777860582282887267918880851553849,191975322985690605303497950841392900,2087269076985613438456,1996926951188614772539,6711897544857497311088,442118809827,24000000000000000000000,3000000000000,27800000000000000000000,3500000000000,1072649525956455979113391308844346177,1072967900756409720491490613044026177,1050000000000000000000000000000,1050000000000000000000000000000,1000000000000000000000000000000,1000000000000000000000000000000,1000000000000000000000000000000000000,1000000000000000000000000000000000000,590236324143287748001456470198776,34699111302138465881,7230000000000000000,43890000000000000000000000000000000000000000,35861780068220879496,6998575537,23000000000000000000000,23000000000000000000000,1000000000000000000000000000000,1000000000000000000000000000000,20000000000000000000000,1000000000000000000000000000000,1160000000000000000,0,0,50000000000000000000000000000,300000000000000000000,15000000000000000000000,4051919018312504834897582363006151,4105397189806242475077876153726151,1700220477661294975653480453572900,1751383982708932617374474877252900,5752139495973799810551062816579051,5856781172515175092452351030979051,900000000000000000000000000000,900000000000000000000000000000,10000000000000000000000000000,3800000000000000000000,3800000000000000000000,,,500000000000000000000000000,700000000000000000000000000,250000000000000000000,500000000000000000000,5000000000000000000000000000,5000000000000000000000000000,0,2200000000000000000000000000000,500000000000000000000000000,700000000000000000000000000,4000000000000000000000,8000000000000000000000,2000000000000000000000000000000,7154474674845148384330,0,13039677580756521470614,true,0,0,0,0x0000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000000000000000000000000000
0x248C35760068cE009a13076D573ed3497A47bCD4,0x7D7F1765aCbaF847b9A1f7137FE8Ed4931FbfEbA,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,false,false,ATOM/USD [WETH-USDC],,false,307309086985756654888507028750684001,283512502992842866968578400000000000,26404598004,31306058723,144046758197349808503,423338339307,770000000000000000000,3000000000000,900000000000000000000,3500000000000,946385889043324613266564679625979476,946598966036169415779835555025979476,950000000000000000000000000000,950000000000000000000000000000,900000000000000000000000000000,900000000000000000000000000000,1000000000000000000000000000000000000,1000000000000000000000000000000000000,1922962206232267062895825675072184,943556777,611000000,83730000000000000000000000000000,11603129709721977,0,21500000000000000000000,21500000000000000000000,1000000000000000000000000000000,1000000000000000000000000000000,20000000000000000000000,1000000000000000000000000000000,1160000000000000000,0,0,50000000000000000000000000000,300000000000000000000,15000000000000000000000,-71316072710731764088507028750684001,-71250209081470586488507028750684001,3634237372682553668578400000000000,3712327205561204868578400000000000,-67681835338049210419928628750684001,-67537881875909381619928628750684001,600000000000000000000000000000,600000000000000000000000000000,10000000000000000000000000000,5000000000000000000000,5000000000000000000000,,,500000000000000000000000000,700000000000000000000000000,13000000000000000000000,26000000000000000000000,5000000000000000000000000000,5000000000000000000000000000,0,2000000000000000000000000000000,500000000000000000000000000,700000000000000000000000000,5000000000000000000000,5000000000000000000000,2000000000000000000000000000000,10967010489772388856248,0,15000000000000000000000,true,0,0,0,0x0000000000000000000000000000000000000000000000000000000000000000,0x3c48977e4fc47fa4616e13af7ceb68b0d545dce7b1fb9ec7b85bb6e00870a051,0x0000000000000000000000000000000000000000000000000000000000000000
0x63Dc80EE90F26363B3FCD609007CC9e14c8991BE,0x1FF7F3EFBb9481Cbd7db4F932cBCD4467144237C,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,false,false,NEAR/USD [WETH-USDC],,false,331286567625408867160842123132518084,329104714185937620673943000000000000,60148496775346762386625594641,56871294630119853100150730120,163959243520166142046,489174839461,1363000000000000000000,4500000000000,1515000000000000000000,5000000000000,959517446519504727419225422759740059,959881060599920953903411840432635547,950000000000000000000000000000,950000000000000000000000000000,900000000000000000000000000000,900000000000000000000000000000,2500000000000000000000000000000000000,2500000000000000000000000000000000000,854036508114907519559561916258501,5396064785768264266634457191,4361000000000000000000000000,1326000000000000000000000000000000000000000000000000,12622021181200842,0,30000000000000000000000,30000000000000000000000,1000000000000000000000000000000,1000000000000000000000000000000,20000000000000000000000,1000000000000000000000000000000,1160000000000000000,0,0,50000000000000000000000000000,300000000000000000000,15000000000000000000000,77442377115505023034628765524903087,77583365191946435845663015918741591,-57487863538862351748624114368471000,-57354557224249350812957361057069720,19954513576642671286004651156432087,20228807967697085032705654861671871,600000000000000000000000000000,600000000000000000000000000000,10000000000000000000000000000,5000000000000000000000,5000000000000000000000,,,500000000000000000000000000,700000000000000000000000000,13000000000000000000000,26000000000000000000000,5000000000000000000000000000,5000000000000000000000000000,0,2000000000000000000000000000000,500000000000000000000000000,700000000000000000000000000,5000000000000000000000,5000000000000000000000,2000000000000000000000000000000,23286460046730706399212,0,13979808172272090371184,true,0,0,0,0x0000000000000000000000000000000000000000000000000000000000000000,0x3c48977e4fc47fa4616e13af7ceb68b0d545dce7b1fb9ec7b85bb6e00870a051,0x0000000000000000000000000000000000000000000000000000000000000000
0x7BbBf946883a5701350007320F525c5379B8178A,0x565609fAF65B92F7be02468acF86f8979423e514,0x565609fAF65B92F7be02468acF86f8979423e514,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,false,false,AVAX/USD [AVAX-USDC],,false,341151293412445808891292009641198539,334623023303164493622494215224771484,9784873829278219498050,8632230201276646324919,24501435750409428213337,821192714442,71500000000000000000000,3000000000000,83300000000000000000000,3500000000000,1721770603534595806118357189454915448,1722300918827916479450351866048915448,1050000000000000000000000000000,1050000000000000000000000000000,1000000000000000000000000000000,1000000000000000000000000000000,2500000000000000000000000000000000000,2500000000000000000000000000000000000,779254743678486963493188686489513,353296405893834903288,79000000000000000000,438200000000000000000000000000000000000000000,28169185248564370307,1485369039,26500000000000000000000,26500000000000000000000,1000000000000000000000000000000,1000000000000000000000000000000,20000000000000000000000,1000000000000000000000000000000,1160000000000000000,0,0,50000000000000000000000000000,300000000000000000000,15000000000000000000000,39134187989387700402767965758801461,39236938949468950985716988808801461,-956039329161096946107824326228516,-865392279817490883049849907228516,38178148660226603456660141432572945,38371546669651460102667138901572945,900000000000000000000000000000,900000000000000000000000000000,10000000000000000000000000000,3800000000000000000000,3800000000000000000000,,,500000000000000000000000000,700000000000000000000000000,5000000000000000000000,10000000000000000000000,5000000000000000000000000000,5000000000000000000000000000,0,2000000000000000000000000000000,500000000000000000000000000,700000000000000000000000000,5000000000000000000000,10000000000000000000000,2000000000000000000000000000000,10585878324262153201047,0,15000000000000000000000,true,0,0,0,0x0000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000000000000000000000000000
0x4fDd333FF9cA409df583f306B6F5a7fFdE790739,0xaC800FD6159c2a2CB8fC31EF74621eB430287a5A,0xaC800FD6159c2a2CB8fC31EF74621eB430287a5A,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,false,false,OP/USD [OP-USDC],,false,296298474618387537300605165091352328,263131027511303576610495040683981479,118556883974131651520018,100110093135907874934347,194227351398810474433553,272903075739,500000000000000000000000,2000000000000,750000000000000000000000,3000000000000,754964549863345592853173399109689294,755469734951844481981276484755689294,1050000000000000000000000000000,1050000000000000000000000000000,1000000000000000000000000000000,1000000000000000000000000000000,1000000000000000000000000000000000000,1000000000000000000000000000000000000,842384855349813250593260214791184,1072799595625752176672,311000000000000000000,420000000000000000000000000000000000000000000,364717245114179937478,2057647113,18000000000000000000000,18000000000000000000000,1000000000000000000000000000000,1000000000000000000000000000000,20000000000000000000000,1000000000000000000000000000000,1160000000000000000,0,0,50000000000000000000000000000,300000000000000000000,15000000000000000000000,8072530618581869754580982296047672,8209985469861477991353291165247672,6002387838570712836859559715081479,6118455480552484427058441626881479,14074918457152582591440542011129151,14328440950413962418411732792129151,900000000000000000000000000000,900000000000000000000000000000,10000000000000000000000000000,3800000000000000000000,3800000000000000000000,,,500000000000000000000000000,700000000000000000000000000,250000000000000000000,500000000000000000000,5000000000000000000000000000,5000000000000000000000000000,0,2200000000000000000000000000000,500000000000000000000000000,700000000000000000000000000,4000000000000000000000,8000000000000000000000,2000000000000000000000000000000,10992209015384272678276,0,15000000000000000000000,true,0,0,0,0x0000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000000000000000000000000000
0x7C11F78Ce78768518D743E81Fdfa2F860C6b9A77,0x47904963fc8b2340414262125aF798B9655E58Cd,0x2f2a2543B76A4166549F7aaB2e75Bef0aefC5B0f,0x2f2a2543B76A4166549F7aaB2e75Bef0aefC5B0f,true,false,BTC/USD [BTC],,false,829073298853217331940655113075000000,831787150040874807701761522500000000,1270877130,1292076138,8774086359,8774086359,100000000000,100000000000,100000000000,100000000000,11571273791980858093054504581641772623,11571660878485851230739604581641772623,400000000000000000000000000000,400000000000000000000000000000,350000000000000000000000000000,350000000000000000000000000000,20000000000000000000000000000000000000,20000000000000000000000000000000000000,1140333777301104087953954074242260,8973991,0,0,0,0,45000000000000000000000,45000000000000000000000,1000000000000000000000000000000,1000000000000000000000000000000,20000000000000000000000,1000000000000000000000000000000,790000000000000000,0,0,50000000000000000000000000000,300000000000000000000,10000000000000000000000,8506504401625995574344886925000000,8530954547852394193344886925000000,-19788854719575588326638477500000000,-19763996729952515637238477500000000,-11282350317949592752293590575000000,-11233042182100121443893590575000000,900000000000000000000000000000,900000000000000000000000000000,10000000000000000000000000000,200000000000000000000,200000000000000000000,,,500000000000000000000000000,700000000000000000000000000,90000000000000000000,150000000000000000000,5000000000000000000000000000,5000000000000000000000000000,0,2000000000000000000000000000000,0,0,0,0,1000000000000000000000000000000,0,6472919170315445451378,6147625433414107095405,false,0,0,-1617328262455675908049055264024023883,0x0000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000000000000000000000000000
0x450bb6774Dd8a756274E0ab4107953259d2ac541,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,true,false,ETH/USD [WETH],,false,271341214916500587623291121953150874,647247064748382033803078500000000000,86651518621309159970,206065104082427954348,652306769661577713798,652306769661577713798,20000000000000000000000,20000000000000000000000,20000000000000000000000,20000000000000000000000,4198708909847325408641883460200283037,4199015344592651152480817488000283037,400000000000000000000000000000,400000000000000000000000000000,350000000000000000000000000000,350000000000000000000000000000,20000000000000000000000000000000000000,20000000000000000000000000000000000000,1288327039591188013487991344654227,348385031208808107,0,0,0,0,45000000000000000000000,45000000000000000000000,1000000000000000000000000000000,1000000000000000000000000000000,20000000000000000000000,1000000000000000000000000000000,790000000000000000,0,0,50000000000000000000000000000,300000000000000000000,10000000000000000000000,7042117308099198370732571046849126,7058737069370765467614817046849126,-14813058320292960726639607600000000,-14773535033329951044995661200000000,-7770941012193762355907036553150874,-7714797963959185577380844153150874,900000000000000000000000000000,900000000000000000000000000000,10000000000000000000000000000,200000000000000000000,200000000000000000000,,,500000000000000000000000000,700000000000000000000000000,90000000000000000000,150000000000000000000,5000000000000000000000000000,5000000000000000000000000000,0,2000000000000000000000000000000,0,0,0,0,1000000000000000000000000000000,0,13898363531944730453057,10000000000000000000000,false,0,0,168425563727713525892238490986243615,0x0000000000000000000000000000000000000000000000000000000000000000,0x3c48977e4fc47fa4616e13af7ceb68b0d545dce7b1fb9ec7b85bb6e00870a051,0x3c48977e4fc47fa4616e13af7ceb68b0d545dce7b1fb9ec7b85bb6e00870a051
0x9C2433dFD71096C435Be9465220BB2B189375eA7,0x0000000000000000000000000000000000000000,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,false,true,SWAP-ONLY [USDC-USDC.e],,false,0,0,0,0,87823015934,130012158522,10000000000000,10000000000000,10000000000000,10000000000000,217813347371519508800000000000000000,217833488411749710560000000000000000,0,0,0,0,0,0,0,0,0,0,7335957,481917085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,50000000000000000000000000,200000000000000000000000000,1500000000000000000000,1500000000000000000000,2000000000000000000000000000000,0,0,0,false,0,0,0,0x0000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000000000000000000000000000
0xB686BcB112660343E6d15BDb65297e110C8311c4,0x0000000000000000000000000000000000000000,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,0xFd086bC7CD5C481DCC9C85ebE478A1C0b69FCbb9,false,true,SWAP-ONLY [USDC-USDT],,false,0,0,0,0,922970552795,931135838998,10000000000000,10000000000000,10000000000000,10000000000000,1854376196475847282840000000000000000,1854472288952099135440000000000000000,0,0,0,0,0,0,0,0,0,0,7886595,274172108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,50000000000000000000000000,200000000000000000000000000,5000000000000000000000,5000000000000000000000,2000000000000000000000000000000,0,0,0,false,0,0,0,0x0000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000000000000000000000000000
0xe2fEDb9e6139a182B98e7C2688ccFa3e9A53c665,0x0000000000000000000000000000000000000000,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da1,false,true,SWAP-ONLY [USDC-DAI],,false,0,0,0,0,250628473753,261285288452439445087582,10000000000000,10000000000000000000000000,10000000000000,10000000000000000000000000,511897326516798900001553358598220000,511966979665444906834439988560200000,0,0,0,0,0,0,0,0,0,0,30994140,134571374536738508474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,50000000000000000000000000,200000000000000000000000000,5000000000000000000000,5000000000000000000000,2000000000000000000000000000000,0,0,0,false,0,0,0,0x0000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000000000000000000000000000
